hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,src
430,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164,al,al_pn-6,35150,e
430,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164a,ala,al_pn-6a,35150a,b
430,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164a,ala,al_pn-6a,35150a,a
430,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164a,ala,al_pn-6a,35150a,d
431,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164,al,al_pn-7,35150,c
431,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164,al,al_pn-7,35150,e
431,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164a,ala,al_pn-7a,35150a,d
431,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164a,ala,al_pn-7a,35150a,b
431,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164a,ala,al_pn-7a,35150a,a
432,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164,al,al_scip-card-2,35150,d
432,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164,al,al_scip-card-2,35150,e
432,315 w hickory sta,sylacaugaa,talladegaa,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000a,10164a,ala,al_scip-card-2a,35150a,b
432,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164a,ala,al_scip-card-2a,35150a,a
432,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164a,ala,al_scip-card-2a,35150a,c
433,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-1,99508,c
433,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-1,99508,a
433,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_hf-1a,99508a,e
433,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-1a,99508a,d
433,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-1a,99508a,b
434,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-2,99508,c
434,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-2,99508,e
434,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_hf-2a,99508a,d
434,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-2a,99508a,a
434,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-2a,99508a,b
435,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-3,99508,a
435,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-3,99508,c
435,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_hf-3a,99508a,b
435,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-3a,99508a,d
435,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-3a,99508a,e
436,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-4,99508,d
436,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_hf-4,99508,e
436,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_hf-4a,99508a,a
436,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-4a,99508a,c
436,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_hf-4a,99508a,b
437,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-2,99508,c
437,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-2,99508,a
437,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_pn-2a,99508a,e
437,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-2a,99508a,d
437,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-2a,99508a,b
438,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-3b,99508,a
438,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-3b,99508,d
438,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_pn-3ba,99508a,c
438,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-3ba,99508a,b
438,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-3ba,99508a,e
439,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-4,99508,d
439,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-4,99508,b
439,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_pn-4a,99508a,a
439,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-4a,99508a,e
439,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-4a,99508a,c
440,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-5c,99508,b
440,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-5c,99508,c
440,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_pn-5ca,99508a,a
440,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-5ca,99508a,e
440,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-5ca,99508a,d
441,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-6,99508,d
441,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-6,99508,a
441,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_pn-6a,99508a,c
441,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-6a,99508a,b
441,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-6a,99508a,e
442,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-7,99508,a
442,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_pn-7,99508,c
442,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_pn-7a,99508a,e
442,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-7a,99508a,d
442,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_pn-7a,99508a,b
443,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-card-2,99508,e
443,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-card-2,99508,b
443,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-card-2a,99508a,d
443,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-card-2a,99508a,a
443,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-card-2a,99508a,c
444,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-1,99508,c
444,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-1,99508,e
444,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-inf-1a,99508a,b
444,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-1a,99508a,d
444,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-1a,99508a,a
445,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-2,99508,c
445,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-2,99508,d
445,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-inf-2a,99508a,b
445,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-2a,99508a,a
445,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-2a,99508a,e
446,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-3,99508,c
446,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-3,99508,b
446,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-inf-3a,99508a,d
446,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-3a,99508a,e
446,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-3a,99508a,a
447,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-4,99508,b
447,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-4,99508,c
447,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-inf-4a,99508a,d
447,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-4a,99508a,e
447,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-4a,99508a,a
448,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-6,99508,c
448,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-inf-6,99508,a
448,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-inf-6a,99508a,b
448,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-6a,99508a,d
448,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-inf-6a,99508a,e
449,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-vte-1,99508,c
449,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-vte-1,99508,b
449,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-vte-1a,99508a,a
449,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-vte-1a,99508a,e
449,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-vte-1a,99508a,d
450,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-vte-2,99508,c
450,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017,ak,ak_scip-vte-2,99508,b
450,2801 debarr roada,anchoragea,anchoragea,alaska regional hospital,proprietary,acute care hospitals,9072761131a,20017a,aka,ak_scip-vte-2a,99508a,a
450,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-vte-2a,99508a,e
450,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017a,aka,ak_scip-vte-2a,99508a,d
451,po box 287a,bethela,bethela,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300a,20018,ak,ak_ami-1,99559,c
451,po box 287a,bethela,bethela,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300a,20018,ak,ak_ami-1,99559,b
451,po box 287a,bethela,bethela,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300a,20018a,aka,ak_ami-1a,99559a,e
451,po box 287,bethel,bethel,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300,20018a,aka,ak_ami-1a,99559a,a
451,po box 287,bethel,bethel,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300,20018a,aka,ak_ami-1a,99559a,d
452,po box 287a,bethela,bethela,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300a,20018,ak,ak_ami-2,99559,c
452,po box 287a,bethela,bethela,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300a,20018,ak,ak_ami-2,99559,a
452,po box 287a,bethela,bethela,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300a,20018a,aka,ak_ami-2a,99559a,b
452,po box 287,bethel,bethel,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300,20018a,aka,ak_ami-2a,99559a,d
452,po box 287,bethel,bethel,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300,20018a,aka,ak_ami-2a,99559a,e
453,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-2,35660,a
453,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-2,35660,b
453,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-2a,35660a,c
453,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-2a,35660a,d
453,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-2a,35660a,e
454,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-3b,35660,a
454,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-3b,35660,e
454,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-3ba,35660a,d
454,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-3ba,35660a,b
454,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-3ba,35660a,c
455,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-4,35660,b
455,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-4,35660,e
455,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-4a,35660a,c
455,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-4a,35660a,a
455,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-4a,35660a,d
456,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-5c,35660,e
456,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-5c,35660,a
456,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-5ca,35660a,d
456,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-5ca,35660a,c
456,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-5ca,35660a,b
457,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-6,35660,d
457,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-6,35660,e
457,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-6a,35660a,a
457,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-6a,35660a,b
457,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-6a,35660a,c
458,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-7,35660,d
458,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-7,35660,c
458,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-7a,35660a,b
458,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-7a,35660a,e
458,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-7a,35660a,a
459,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-card-2,35660,d
459,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-card-2,35660,a
459,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-card-2a,35660a,c
459,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-card-2a,35660a,e
459,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-card-2a,35660a,b
460,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-1,35660,d
460,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-1,35660,a
460,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-1a,35660a,c
460,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-1a,35660a,e
460,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-1a,35660a,b
461,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-2,35660,d
461,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-2,35660,c
461,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-2a,35660a,a
461,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-2a,35660a,b
461,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-2a,35660a,e
462,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-3,35660,a
462,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-3,35660,e
462,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-3a,35660a,d
462,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-3a,35660a,c
462,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-3a,35660a,b
463,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-4,35660,c
463,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-4,35660,e
463,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-4a,35660a,b
463,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-4a,35660a,d
463,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-4a,35660a,a
464,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-6,35660,a
464,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-6,35660,e
464,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-6a,35660a,c
464,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-6a,35660a,b
464,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-6a,35660a,d
465,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-1,35660,d
465,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-1,35660,b
465,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-vte-1a,35660a,a
465,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-1a,35660a,c
465,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-1a,35660a,e
466,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-2,35660,a
466,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-2,35660,b
466,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-vte-2a,35660a,d
466,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-2a,35660a,c
