hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,a
407,124 s memorial dr,prattville,autauga,prattville baptist hospital,voluntary non-profit - private,acute care hospitals,3343614267,10108,al,al_pn-6,36067,a
408,124 s memorial dr,prattville,autauga,prattville baptist hospital,voluntary non-profit - private,acute care hospitals,3343614267,10108,al,al_pn-7,36067,a
409,124 s memorial dr,prattville,autauga,prattville baptist hospital,voluntary non-profit - private,acute care hospitals,3343614267,10108,al,al_scip-card-2,36067,a
410,124 s memorial dr,prattville,autauga,prattville baptist hospital,voluntary non-profit - private,acute care hospitals,3343614267,10108,al,al_scip-inf-1,36067,a
411,124 s memorial dr,prattville,autauga,prattville baptist hospital,voluntary non-profit - private,acute care hospitals,3343614267,10108,al,al_scip-inf-2,36067,a
412,124 s memorial dr,prattville,autauga,prattville baptist hospital,voluntary non-profit - private,acute care hospitals,3343614267,10108,al,al_scip-inf-3,36067,a
413,15155 highway 43,russellville,franklin,russellville hospital,proprietary,acute care hospitals,2563321611,10158,al,al_scip-vte-1,35653,a
414,15155 highway 43,russellville,franklin,russellville hospital,proprietary,acute care hospitals,2563321611,10158,al,al_scip-vte-2,35653,a
415,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_ami-1,35150,a
416,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_ami-2,35150,a
417,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_ami-3,35150,a
418,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_ami-4,35150,a
419,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_ami-5,35150,a
420,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_ami-7a,35150,a
421,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_ami-8a,35150,a
422,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_hf-1,35150,a
423,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_hf-2,35150,a
424,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_hf-3,35150,a
425,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_hf-4,35150,a
426,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_pn-2,35150,a
427,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_pn-3b,35150,a
428,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_pn-4,35150,a
429,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_pn-5c,35150,a
430,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_pn-6,35150,a
431,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_pn-7,35150,a
432,315 w hickory st,sylacauga,talladega,coosa valley medical center,voluntary non-profit - other,acute care hospitals,2562495000,10164,al,al_scip-card-2,35150,a
433,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_hf-1,99508,a
434,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_hf-2,99508,a
435,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_hf-3,99508,a
436,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_hf-4,99508,a
437,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_pn-2,99508,a
438,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_pn-3b,99508,a
439,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_pn-4,99508,a
440,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_pn-5c,99508,a
441,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_pn-6,99508,a
442,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_pn-7,99508,a
443,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-card-2,99508,a
444,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-inf-1,99508,a
445,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-inf-2,99508,a
446,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-inf-3,99508,a
447,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-inf-4,99508,a
448,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-inf-6,99508,a
449,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-vte-1,99508,a
450,2801 debarr road,anchorage,anchorage,alaska regional hospital,proprietary,acute care hospitals,9072761131,20017,ak,ak_scip-vte-2,99508,a
451,po box 287,bethel,bethel,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300,20018,ak,ak_ami-1,99559,a
452,po box 287,bethel,bethel,yukon kuskokwim delta reg hospital,government - federal,acute care hospitals,9075436300,20018,ak,ak_ami-2,99559,a
453,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_pn-2,35660,a
454,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_pn-3b,35660,a
455,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_pn-4,35660,a
456,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_pn-5c,35660,a
457,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_pn-6,35660,a
458,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_pn-7,35660,a
459,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-card-2,35660,a
460,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-inf-1,35660,a
461,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-inf-2,35660,a
462,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-inf-3,35660,a
463,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-inf-4,35660,a
464,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-inf-6,35660,a
465,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-vte-1,35660,a
466,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019,al,al_scip-vte-2,35660,a
467,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_ami-1,36360,a
468,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_ami-2,36360,a
469,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_ami-3,36360,a
470,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_ami-4,36360,a
471,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_ami-5,36360,a
472,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_ami-7a,36360,a
473,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_ami-8a,36360,a
474,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_hf-1,36360,a
475,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_hf-2,36360,a
476,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_hf-3,36360,a
477,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_hf-4,36360,a
478,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_pn-2,36360,a
479,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_pn-3b,36360,a
480,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_pn-4,36360,a
481,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_pn-5c,36360,a
482,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_pn-6,36360,a
483,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_pn-7,36360,a
484,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-card-2,36360,a
485,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-inf-1,36360,a
486,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-inf-2,36360,a
487,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-inf-3,36360,a
488,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-inf-4,36360,a
489,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-inf-6,36360,a
490,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-vte-1,36360,a
491,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021,al,al_scip-vte-2,36360,a
492,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_ami-1,35960,a
493,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_ami-2,35960,a
494,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_ami-3,35960,a
495,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_ami-4,35960,a
496,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_ami-5,35960,a
497,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_ami-7a,35960,a
498,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_ami-8a,35960,a
499,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_hf-1,35960,a
500,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_hf-2,35960,a
501,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_hf-3,35960,a
502,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_hf-4,35960,a
503,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_pn-2,35960,a
504,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_pn-3b,35960,a
505,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_pn-4,35960,a
506,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_pn-5c,35960,a
507,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_pn-6,35960,a
508,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_pn-7,35960,a
509,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-card-2,35960,a
510,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-inf-1,35960,a
511,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-inf-2,35960,a
512,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-inf-3,35960,a
513,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-inf-4,35960,a
514,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-inf-6,35960,a
515,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-vte-1,35960,a
516,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022,al,al_scip-vte-2,35960,a
517,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_ami-1,36116,a
518,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_ami-2,36116,a
519,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_ami-3,36116,a
520,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_ami-4,36116,a
521,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_ami-5,36116,a
522,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_ami-7a,36116,a
523,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_ami-8a,36116,a
524,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_hf-1,36116,a
525,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_hf-2,36116,a
526,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_hf-3,36116,a
527,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_hf-4,36116,a
528,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_pn-2,36116,a
529,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_pn-3b,36116,a
530,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_pn-4,36116,a
531,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_pn-5c,36116,a
532,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_pn-6,36116,a
533,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_pn-7,36116,a
534,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-card-2,36116,a
535,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-inf-1,36116,a
536,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-inf-2,36116,a
537,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-inf-3,36116,a
538,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-inf-4,36116,a
539,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-inf-6,36116,a
540,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-vte-1,36116,a
541,2105 east south boulevard,montgomery,montgomery,baptist medical center south,voluntary non-profit - church,acute care hospitals,3342882100,10023,al,al_scip-vte-2,36116,a
542,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_ami-1,36106,a
543,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_ami-2,36106,a
544,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_ami-3,36106,a
545,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_ami-4,36106,a
546,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_ami-5,36106,a
547,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_ami-7a,36106,a
548,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_ami-8a,36106,a
549,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_hf-1,36106,a
550,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_hf-2,36106,a
551,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_hf-3,36106,a
552,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_hf-4,36106,a
553,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_pn-2,36106,a
554,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_pn-3b,36106,a
555,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_pn-4,36106,a
556,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_pn-5c,36106,a
557,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_pn-6,36106,a
558,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_pn-7,36106,a
559,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-card-2,36106,a
560,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-inf-1,36106,a
561,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-inf-2,36106,a
562,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-inf-3,36106,a
563,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-inf-4,36106,a
564,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-inf-6,36106,a
565,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-vte-1,36106,a
566,1725 pine street,montgomery,montgomery,jackson hospital & clinic inc,voluntary non-profit - private,acute care hospitals,3342938000,10024,al,al_scip-vte-2,36106,a
567,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_ami-1,36854,a
568,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_ami-2,36854,a
569,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_ami-3,36854,a
570,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_ami-4,36854,a
571,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_ami-5,36854,a
572,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_ami-7a,36854,a
573,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_ami-8a,36854,a
574,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_hf-1,36854,a
575,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_hf-2,36854,a
576,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_hf-3,36854,a
577,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_hf-4,36854,a
578,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_pn-2,36854,a
579,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_pn-3b,36854,a
580,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_pn-4,36854,a
581,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_pn-5c,36854,a
582,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_pn-6,36854,a
583,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_pn-7,36854,a
584,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-card-2,36854,a
585,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-inf-1,36854,a
586,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-inf-2,36854,a
587,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-inf-3,36854,a
588,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-inf-4,36854,a
589,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-inf-6,36854,a
590,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-vte-1,36854,a
591,4800 48th st,valley,chambers,g h lanier memorial hospital,voluntary non-profit - other,acute care hospitals,3347561400,10025,al,al_scip-vte-2,36854,a
592,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_ami-1,36323,a
593,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_ami-2,36323,a
594,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_ami-3,36323,a
595,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_ami-4,36323,a
596,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_ami-5,36323,a
597,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_ami-7a,36323,a
598,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_ami-8a,36323,a
599,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_hf-1,36323,a
600,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_hf-2,36323,a
601,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_hf-3,36323,a
602,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_hf-4,36323,a
603,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_pn-2,36323,a
604,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_pn-3b,36323,a
605,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_pn-4,36323,a
606,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_pn-5c,36323,a
