hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode
457,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-6a,35660a
457,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-6a,35660a
457,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-6a,35660a
458,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-7,35660
458,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_pn-7,35660
458,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_pn-7a,35660a
458,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-7a,35660a
458,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_pn-7a,35660a
459,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-card-2,35660
459,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-card-2,35660
459,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-card-2a,35660a
459,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-card-2a,35660a
459,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-card-2a,35660a
460,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-1,35660
460,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-1,35660
460,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-1a,35660a
460,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-1a,35660a
460,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-1a,35660a
461,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-2,35660
461,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-2,35660
461,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-2a,35660a
461,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-2a,35660a
461,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-2a,35660a
462,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-3,35660
462,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-3,35660
462,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-3a,35660a
462,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-3a,35660a
462,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-3a,35660a
463,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-4,35660
463,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-4,35660
463,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-4a,35660a
463,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-4a,35660a
463,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-4a,35660a
464,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-6,35660
464,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-inf-6,35660
464,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-inf-6a,35660a
464,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-6a,35660a
464,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-inf-6a,35660a
465,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-1,35660
465,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-1,35660
465,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-vte-1a,35660a
465,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-1a,35660a
465,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-1a,35660a
466,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-2,35660
466,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019,al,al_scip-vte-2,35660
466,1300 south montgomery avenuea,sheffielda,jeffersona,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556a,10019a,ala,al_scip-vte-2a,35660a
466,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-2a,35660a
466,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-2a,35660a
467,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-1,36360
467,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-1,36360
467,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-1a,36360a
467,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-1a,36360a
467,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-1a,36360a
468,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-2,36360
468,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-2,36360
468,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-2a,36360a
468,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-2a,36360a
468,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-2a,36360a
469,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-3,36360
469,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-3,36360
469,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-3a,36360a
469,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-3a,36360a
469,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-3a,36360a
470,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-4,36360
470,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-4,36360
470,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-4a,36360a
470,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-4a,36360a
470,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-4a,36360a
471,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-5,36360
471,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-5,36360
471,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-5a,36360a
471,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-5a,36360a
471,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-5a,36360a
472,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-7a,36360
472,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-7a,36360
472,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-7aa,36360a
472,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-7aa,36360a
472,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-7aa,36360a
473,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-8a,36360
473,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-8a,36360
473,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-8aa,36360a
473,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-8aa,36360a
473,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-8aa,36360a
474,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-1,36360
474,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-1,36360
474,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-1a,36360a
474,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-1a,36360a
474,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-1a,36360a
475,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-2,36360
475,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-2,36360
475,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-2a,36360a
475,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-2a,36360a
475,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-2a,36360a
476,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-3,36360
476,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-3,36360
476,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-3a,36360a
476,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-3a,36360a
476,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-3a,36360a
477,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-4,36360
477,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-4,36360
477,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-4a,36360a
477,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-4a,36360a
477,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-4a,36360a
478,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-2,36360
478,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-2,36360
478,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-2a,36360a
478,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-2a,36360a
478,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-2a,36360a
479,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-3b,36360
479,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-3b,36360
479,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-3ba,36360a
479,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-3ba,36360a
479,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-3ba,36360a
480,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-4,36360
480,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-4,36360
480,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-4a,36360a
480,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-4a,36360a
480,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-4a,36360a
481,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-5c,36360
481,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-5c,36360
481,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-5ca,36360a
481,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-5ca,36360a
481,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-5ca,36360a
482,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-6,36360
482,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-6,36360
482,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-6a,36360a
482,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-6a,36360a
482,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-6a,36360a
483,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-7,36360
483,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-7,36360
483,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-7a,36360a
483,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-7a,36360a
483,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-7a,36360a
484,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-card-2,36360
484,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-card-2,36360
484,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-card-2a,36360a
484,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-card-2a,36360a
484,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-card-2a,36360a
485,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-1,36360
485,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-1,36360
485,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-inf-1a,36360a
485,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-1a,36360a
485,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-1a,36360a
486,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-2,36360
486,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-2,36360
486,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-inf-2a,36360a
486,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-2a,36360a
486,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-2a,36360a
487,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-3,36360
487,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-3,36360
487,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-inf-3a,36360a
487,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-3a,36360a
487,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-3a,36360a
488,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-4,36360
488,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-4,36360
488,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-inf-4a,36360a
488,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-4a,36360a
488,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-4a,36360a
489,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-6,36360
489,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-6,36360
489,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-inf-6a,36360a
489,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-6a,36360a
489,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-6a,36360a
490,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-vte-1,36360
490,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-vte-1,36360
490,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-vte-1a,36360a
490,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-vte-1a,36360a
490,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-vte-1a,36360a
491,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-vte-2,36360
491,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-vte-2,36360
491,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-vte-2a,36360a
491,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-vte-2a,36360a
491,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-vte-2a,36360a
492,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-1,35960
492,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-1,35960
492,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_ami-1a,35960a
492,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-1a,35960a
492,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-1a,35960a
493,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-2,35960
493,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-2,35960
493,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_ami-2a,35960a
493,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-2a,35960a
493,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-2a,35960a
494,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-3,35960
494,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-3,35960
494,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_ami-3a,35960a
494,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-3a,35960a
494,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-3a,35960a
495,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-4,35960
495,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-4,35960
495,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_ami-4a,35960a
495,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-4a,35960a
495,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-4a,35960a
496,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-5,35960
496,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-5,35960
496,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_ami-5a,35960a
496,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-5a,35960a
496,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-5a,35960a
