src,timeland,conditions,dewpoint,humidity,temperature,visibility,windspeed
www.weatherforyou.com,philadelphia--Mon Feb 1 19:55:00 2010, Overcast,10,38, 34 1 ,10,9
weather.herald.com,philadelphia--Mon Feb 1 19:55:00 2010, Clear,11,38,34,10,8
www2.foxnews.com,philadelphia--Mon Feb 1 19:55:00 2010,Mostly Sunny ,11,40,33,10,9
www.accuweather.com,elpaso--Fri Jan 29 12:50:00 2010,Cloudy ,26,85,30,7,10
www.nytimes.com,elpaso--Fri Jan 29 12:50:00 2010,Cloudy,,85,30 -1 ,7,10
igoogle.wunderground.com,columbus--Mon Feb 1 00:50:00 2010,Clear,16,65,26,10,Calm
www.weatherforyou.com,columbus--Mon Feb 1 00:50:00 2010, Partly Cloudy,10,47, 28 -2 ,10,10
weather.msn.com,indianapolis--Wed Feb 3 14:15:00 2010,Special weather statementHaze,18,74,25,4,7
weather.cnn.com,indianapolis--Wed Feb 3 14:15:00 2010,Cloudy ,,77,24,,7
www.weatherforyou.com,indianapolis--Wed Feb 3 14:15:00 2010, Hazy,20,81, 25 -4 ,,4
www.climaton.com,indianapolis--Wed Feb 3 14:15:00 2010,mostly cloudy,19 -7,80,25 -4,4,9
igoogle.wunderground.com,sanantonio--Wed Feb 3 10:25:00 2010,Light Rain Mist,47,87,50.9,4,8.5
weather.herald.com,sanantonio--Wed Feb 3 10:25:00 2010, Light Rain,48,93,50,4,9
weather.msn.com,jacksonville--Sat Jan 30 07:05:00 2010,Cloudy,54,88,57,10,3
weather.cnn.com,jacksonville--Sat Jan 30 07:05:00 2010,Cloudy ,,87,55,,3
www.weatherforyou.com,jacksonville--Sat Jan 30 07:05:00 2010, Overcast,52,82, 58 14 ,,
www2.foxnews.com,jacksonville--Sat Jan 30 07:05:00 2010,Cloudy ,53,84,58,10,6
igoogle.wunderground.com,memphis--Mon Feb 1 19:55:00 2010,Mostly Cloudy,6,19,46.4,10,Calm
weather.cnn.com,memphis--Mon Feb 1 19:55:00 2010, Mostly Cloudy ,,57,44,,6
www.weatherforyou.com,memphis--Mon Feb 1 19:55:00 2010, Mostly Cloudy,30,57, 45 7 ,10,6
www2.foxnews.com,memphis--Mon Feb 1 19:55:00 2010,Mostly Cloudy ,29,65,40,10,0
igoogle.wunderground.com,sanjose--Mon Feb 1 16:10:00 2010,Mostly Cloudy,44,100,44,10,Calm
weather.herald.com,sanjose--Mon Feb 1 16:10:00 2010, Mostly Cloudy,42,90,45,10,6
igoogle.wunderground.com,phoenix--Mon Feb 1 03:05:00 2010,Scattered Clouds,42,56,57.8,10,Calm
www.weatherforyou.com,phoenix--Mon Feb 1 03:05:00 2010, Clear,39,51, 57 14 ,,
weather.herald.com,phoenix--Mon Feb 1 03:05:00 2010, Scattered Clouds,40,40,65,10,7
igoogle.wunderground.com,oklahomacity--Sun Jan 31 18:15:00 2010,Light Snow Mist,16,59,28.9,0.8,Calm
www.weatherforyou.com,oklahomacity--Sun Jan 31 18:15:00 2010, Mist,20,65, 30 -1 ,,
igoogle.wunderground.com,boston--Mon Feb 1 21:25:00 2010,Partly Cloudy,3,27,34,10,13
www.weatherforyou.com,boston--Mon Feb 1 21:25:00 2010, Partly Cloudy,5,29, 34 1 ,10,16
weather.herald.com,boston--Mon Feb 1 21:25:00 2010, Partly Cloudy,5,30,34,10,16
weather.cnn.com,chicago--Wed Feb 3 17:20:00 2010,Cloudy ,,81,25,,7
www.climaton.com,chicago--Wed Feb 3 17:20:00 2010,mostly cloudy,19 -7,80,25 -4,4,7
www2.foxnews.com,chicago--Wed Feb 3 17:20:00 2010,Hazy ,19,77,24,4,6
igoogle.wunderground.com,sandiego--Sun Jan 31 20:30:00 2010,Scattered Clouds,51,72,60.1,9,10.4
weather.msn.com,sandiego--Sun Jan 31 20:30:00 2010,Partly Cloudy,48,67,59,9,8
www.weatherforyou.com,sandiego--Sun Jan 31 20:30:00 2010, Partly Cloudy,51,74, 60 15 ,,2
www2.foxnews.com,sandiego--Sun Jan 31 20:30:00 2010,Partly Cloudy ,48,72,57,6,7
igoogle.wunderground.com,columbus--Sun Jan 31 13:45:00 2010,Clear,4,88,6.5,10,Calm
weather.herald.com,columbus--Sun Jan 31 13:45:00 2010, Clear,5,92,7,10,
www.accuweather.com,newyork--Thu Feb 4 11:55:00 2010,Clear ,15,51,31,10,16
weather.msn.com,newyork--Thu Feb 4 11:55:00 2010,Clear,16,55,30,10,NA
weather.cnn.com,newyork--Thu Feb 4 11:55:00 2010, Clear ,,51,31,,16
www.climaton.com,newyork--Thu Feb 4 11:55:00 2010,clear sky,16 -9,55,30 -1,10,16-16
www.accuweather.com,denver--Tue Feb 2 15:55:00 2010,Clear ,10,46,28,10,6
weather.msn.com,denver--Tue Feb 2 15:55:00 2010,Mostly Sunny,12,58,25,Unlimited,13
www.climaton.com,denver--Tue Feb 2 15:55:00 2010,clear sky,13-Sep,49,25 -4,10,3
igoogle.wunderground.com,denver--Thu Feb 4 06:00:00 2010,Overcast,20,47,38.1,10,3
www.weatherforyou.com,denver--Thu Feb 4 06:00:00 2010, Overcast,20,42, 42 5 ,,2
www.nytimes.com,denver--Thu Feb 4 06:00:00 2010,Cloudy,,48,38 3 ,10,5
weather.herald.com,denver--Thu Feb 4 06:00:00 2010, Overcast,18,48,36,10,12
www.accuweather.com,dallas--Sun Jan 31 17:40:00 2010,Cloudy ,27,85,31,10,3
www.nytimes.com,dallas--Sun Jan 31 17:40:00 2010,Cloudy,,81,32 0 ,6,3
igoogle.wunderground.com,chicago--Wed Feb 3 12:00:00 2010,Haze,21,82,26.1,5,2
weather.cnn.com,chicago--Wed Feb 3 12:00:00 2010,Cloudy ,,84,25,,6
www.weatherforyou.com,chicago--Wed Feb 3 12:00:00 2010, Hazy,19,80, 25 -4 ,4,10
www2.foxnews.com,chicago--Wed Feb 3 12:00:00 2010,Hazy ,19,77,24,4,10
www.accuweather.com,charlotte--Tue Feb 2 19:55:00 2010,Cloudy ,34,92,36,4,10
weather.msn.com,charlotte--Tue Feb 2 19:55:00 2010,Short term forecastFog,34,93,36,4,10
www.climaton.com,charlotte--Tue Feb 2 19:55:00 2010,mostly cloudy,34 1,93,36 2,4,14
weather.msn.com,seattle--Tue Feb 2 05:35:00 2010,Cloudy,43,87,46,10,0
weather.cnn.com,seattle--Tue Feb 2 05:35:00 2010,Cloudy ,,86,47,,0
www.weatherforyou.com,seattle--Tue Feb 2 05:35:00 2010, Overcast,43,87, 46 8 ,10,
www.climaton.com,seattle--Tue Feb 2 05:35:00 2010,mostly cloudy,43 6,87,46 8,10,6
www2.foxnews.com,seattle--Tue Feb 2 05:35:00 2010,Cloudy ,43,86,47,10,6
www.accuweather.com,austin--Thu Feb 4 06:05:00 2010,Rain ,46,93,48,3,9
weather.msn.com,austin--Thu Feb 4 06:05:00 2010,Short term forecastRain,46,100,46,2,3
weather.cnn.com,austin--Thu Feb 4 06:05:00 2010,Showers ,,92,49,,12
www.climaton.com,austin--Thu Feb 4 06:05:00 2010,light rain,46 8,93,48 9,2.5,9
www.accuweather.com,baltimore--Wed Feb 3 18:55:00 2010,Partly Sunny ,30,78,36,8,6
www.nytimes.com,baltimore--Wed Feb 3 18:55:00 2010,Partly Sunny,,78,36 2 ,8,6
igoogle.wunderground.com,fortworth--Sun Jan 31 22:40:00 2010,Overcast,30,81,35.1,10,4
weather.herald.com,fortworth--Sun Jan 31 22:40:00 2010, Overcast,28,82,33,10,
igoogle.wunderground.com,austin--Tue Feb 2 18:15:00 2010,Overcast,46,86,50.4,5,Calm
weather.herald.com,austin--Tue Feb 2 18:15:00 2010, Overcast,46,86,50,5,
www2.foxnews.com,austin--Tue Feb 2 18:15:00 2010,Foggy ,46,93,48,1,8
www.accuweather.com,indianapolis--Wed Feb 3 00:35:00 2010,Cloudy ,26,69,35,10,9
weather.msn.com,indianapolis--Wed Feb 3 00:35:00 2010,Cloudy,27,69,36,10,9
www.climaton.com,indianapolis--Wed Feb 3 00:35:00 2010,mostly cloudy,25 -4,60,37 3,10,9
www.nytimes.com,indianapolis--Wed Feb 3 00:35:00 2010,Cloudy,,70,36 2 ,7,5
www.accuweather.com,chicago--Tue Feb 2 08:35:00 2010,Lgt.Snow/Fog ,25,86,28,1,5
weather.msn.com,chicago--Tue Feb 2 08:35:00 2010,Snow,25,86,28,1,0
weather.cnn.com,chicago--Tue Feb 2 08:35:00 2010,Flurries ,,86,28,,5
www.nytimes.com,chicago--Tue Feb 2 08:35:00 2010,Light Snow/Fog,,86,28 -2 ,1,0
www.climaton.com,chicago--Tue Feb 2 08:35:00 2010,light snow,21 -6,74,28 -2,3,6
www.accuweather.com,charlotte--Tue Feb 2 12:15:00 2010,Cloudy ,24,57,38,10,7
www.climaton.com,charlotte--Tue Feb 2 12:15:00 2010,mostly cloudy,27 -3,69,36 2,10,6
www.nytimes.com,charlotte--Tue Feb 2 12:15:00 2010,Cloudy,,57,38 3 ,10,7
www.accuweather.com,seattle--Mon Feb 1 06:50:00 2010,Cloudy ,42,83,47,10,3
weather.msn.com,seattle--Mon Feb 1 06:50:00 2010,Cloudy,43,81,48,10,0
weather.cnn.com,seattle--Mon Feb 1 06:50:00 2010,Cloudy ,,95,46,,0
www.climaton.com,seattle--Mon Feb 1 06:50:00 2010,mostly cloudy,43 6,81,48 9,10,0
www2.foxnews.com,seattle--Mon Feb 1 06:50:00 2010,Cloudy ,43,83,48,10,0
www.accuweather.com,detroit--Tue Feb 2 15:55:00 2010,Light Snow ,19,80,24,4,3
weather.msn.com,detroit--Tue Feb 2 15:55:00 2010,Fog,19,80,25,4,7
weather.cnn.com,detroit--Tue Feb 2 15:55:00 2010,Cloudy ,,84,24,,7
www.climaton.com,detroit--Tue Feb 2 15:55:00 2010,mostly cloudy,19 -7,80,25 -4,4,7
weather.msn.com,columbus--Sat Jan 30 06:20:00 2010,Cloudy,3,57,16,10,8
www.climaton.com,columbus--Sat Jan 30 06:20:00 2010,clear sky,16-Mar,61,14 -10,10,9
www.weatherforyou.com,columbus--Sat Jan 30 06:20:00 2010, Overcast,3,57, 16 -9 ,10,8
www.accuweather.com,sanantonio--Sun Jan 31 13:55:00 2010,Cloudy ,29,88,32,5,8
www.climaton.com,sanantonio--Sun Jan 31 13:55:00 2010,mostly cloudy,28 -2,86,32 0,5,8
www.nytimes.com,sanantonio--Sun Jan 31 13:55:00 2010,Cloudy,,88,32 0 ,5,8
igoogle.wunderground.com,nashville--Wed Feb 3 06:00:00 2010,Overcast,31,72,39.2,10,1
weather.cnn.com,nashville--Wed Feb 3 06:00:00 2010,Cloudy ,,66,39,,7
www.weatherforyou.com,nashville--Wed Feb 3 06:00:00 2010, Overcast,28,65, 39 4 ,10,7
www2.foxnews.com,nashville--Wed Feb 3 06:00:00 2010,Cloudy ,29,67,39,10,7
www.accuweather.com,columbus--Mon Feb 1 08:20:00 2010,Some Clouds ,13,74,20,10,3
www.climaton.com,columbus--Mon Feb 1 08:20:00 2010,clear sky,11-Dec,73,19 -7,10,3
www.accuweather.com,oklahomacity--Thu Feb 4 04:00:00 2010,Rain ,32,85,36,5,9
www.nytimes.com,oklahomacity--Thu Feb 4 04:00:00 2010,Rain,,85,36 2 ,5,9
igoogle.wunderground.com,seattle--Thu Feb 4 14:00:00 2010,Mostly Cloudy,40,92,42.5,10,2
weather.herald.com,seattle--Thu Feb 4 14:00:00 2010, Mostly Cloudy,38,93,40,10,
igoogle.wunderground.com,elpaso--Sat Jan 30 14:10:00 2010,Clear,28,81,33.6,10,Calm
weather.cnn.com,elpaso--Sat Jan 30 14:10:00 2010, Clear ,,85,31,,3
www.weatherforyou.com,elpaso--Sat Jan 30 14:10:00 2010, Clear,27,86, 30 -1 ,10,6
www2.foxnews.com,elpaso--Sat Jan 30 14:10:00 2010,Mostly Clear,27,82,31,10,3
www.accuweather.com,fortworth--Mon Feb 1 01:45:00 2010,Cloudy ,28,78,34,10,0
www.nytimes.com,fortworth--Mon Feb 1 01:45:00 2010,Cloudy,,73,36 2 ,10,3
www.accuweather.com,oklahomacity--Sun Jan 31 10:15:00 2010,Dense Fog ,19,94,20,0,5
weather.msn.com,oklahomacity--Sun Jan 31 10:15:00 2010,Weather WarningsFog,19,100,19,0,5
weather.cnn.com,oklahomacity--Sun Jan 31 10:15:00 2010,Fog ,,97,17,,0
www.nytimes.com,oklahomacity--Sun Jan 31 10:15:00 2010,Dense Fog,,96,19 -7 ,0,5
www.climaton.com,oklahomacity--Sun Jan 31 10:15:00 2010,mostly cloudy,21 -6,93,23 -5,1.2,6
weather.cnn.com,austin--Sat Jan 30 01:55:00 2010, Partly Sunny ,,56,39,,21
www.weatherforyou.com,austin--Sat Jan 30 01:55:00 2010, Mostly Cloudy,21,51, 36 2 ,,15
www2.foxnews.com,austin--Sat Jan 30 01:55:00 2010,Mostly Cloudy ,28,65,39,10,21
igoogle.wunderground.com,jacksonville--Fri Jan 29 14:15:00 2010,Overcast,44,88,47.4,9,Calm
www.weatherforyou.com,jacksonville--Fri Jan 29 14:15:00 2010, Overcast,44,85, 48 9 ,,
weather.herald.com,jacksonville--Fri Jan 29 14:15:00 2010, Overcast,46,80,52,9,4
www2.foxnews.com,jacksonville--Fri Jan 29 14:15:00 2010,Cloudy ,46,86,50,10,0
www.accuweather.com,jacksonville--Fri Jan 29 22:20:00 2010,Sunny ,54,59,68,10,8
www.nytimes.com,jacksonville--Fri Jan 29 22:20:00 2010,Mostly Cloudy,,57,58 14 ,10,7
igoogle.wunderground.com,memphis--Tue Feb 2 16:40:00 2010,Overcast,18,38,41.7,8,Calm
weather.herald.com,memphis--Tue Feb 2 16:40:00 2010, Overcast,34,82,39,8,5
www.accuweather.com,chicago--Fri Jan 29 18:10:00 2010,Clouds And Sun ,-6,46,11,10,0
weather.msn.com,chicago--Fri Jan 29 18:10:00 2010,Mostly Cloudy,0,52,14,10,0
www.climaton.com,chicago--Fri Jan 29 18:10:00 2010,mostly cloudy,-2 -19,56,12-Oct,10,0
www2.foxnews.com,chicago--Fri Jan 29 18:10:00 2010,Mostly Cloudy ,-4,48,9,10,5
www.accuweather.com,nashville--Wed Feb 3 10:35:00 2010,Cloudy ,25,64,36,10,7
www.climaton.com,nashville--Wed Feb 3 10:35:00 2010,mostly cloudy,25 -4,64,36 2,10,8
www.nytimes.com,nashville--Wed Feb 3 10:35:00 2010,Cloudy,,64,36 2 ,10,7
igoogle.wunderground.com,newyork--Wed Feb 3 06:00:00 2010,Light Snow Mist,14,49,31.3,1.2,3.6
weather.cnn.com,newyork--Wed Feb 3 06:00:00 2010,Flurries ,,88,29,,3
www.weatherforyou.com,newyork--Wed Feb 3 06:00:00 2010, Snow,27,93, 28 -2 ,1 3/4,5
igoogle.wunderground.com,milwaukee--Fri Jan 29 18:05:00 2010,Scattered Clouds,-1,54,12.8,10,Calm
www.weatherforyou.com,milwaukee--Fri Jan 29 18:05:00 2010, Partly Cloudy,-4,48, 12 -11 ,10,
weather.herald.com,milwaukee--Fri Jan 29 18:05:00 2010, Scattered Clouds,-4,49,12,10,
igoogle.wunderground.com,sanfrancisco--Thu Jan 28 17:25:00 2010,Partly Cloudy,45,86,49,7,Calm
www.weatherforyou.com,sanfrancisco--Thu Jan 28 17:25:00 2010, Partly Cloudy,45,93, 46 8 ,7,7
weather.herald.com,sanfrancisco--Thu Jan 28 17:25:00 2010, Partly Cloudy,45,93,47,7,7
igoogle.wunderground.com,charlotte--Sun Jan 31 11:35:00 2010,Clear,15,92,17.2,10,Calm
www.weatherforyou.com,charlotte--Sun Jan 31 11:35:00 2010, Clear,16,82, 20 -6 ,,
weather.herald.com,charlotte--Sun Jan 31 11:35:00 2010, Clear,14,92,16,10,
igoogle.wunderground.com,charlotte--Fri Jan 29 15:45:00 2010,Mostly Cloudy,20,46,39.2,10,2
www.weatherforyou.com,charlotte--Fri Jan 29 15:45:00 2010, Mostly Cloudy,22,51, 39 4 ,,
www2.foxnews.com,charlotte--Fri Jan 29 15:45:00 2010,Mostly Cloudy ,18,45,38,10,6
igoogle.wunderground.com,milwaukee--Fri Jan 29 23:40:00 2010,Scattered Clouds,4,61,15.2,10,Calm
weather.herald.com,milwaukee--Fri Jan 29 23:40:00 2010, Scattered Clouds,1,52,16,10,5
weather.msn.com,sandiego--Sat Jan 30 14:55:00 2010,High Surf AdvisoryFog,46,93,48,4,0
weather.cnn.com,sandiego--Sat Jan 30 14:55:00 2010, Mostly Cloudy ,,93,48,,0
www.weatherforyou.com,sandiego--Sat Jan 30 14:55:00 2010, Partly Cloudy,48,93, 50 10 ,,
www2.foxnews.com,sandiego--Sat Jan 30 14:55:00 2010,Partly Cloudy,46,86,50,3,0
weather.msn.com,denver--Wed Feb 3 13:30:00 2010,Mostly Sunny,9,46,27,Unlimited,8
weather.cnn.com,denver--Wed Feb 3 13:30:00 2010, Mostly Clear ,,50,28,,10
www.weatherforyou.com,portland--Sat Jan 30 03:20:00 2010, Light Rain,38,72, 46 8 ,,7
weather.herald.com,portland--Sat Jan 30 03:20:00 2010, Light Rain,40,79,46,10,9
igoogle.wunderground.com,columbus--Sun Jan 31 01:20:00 2010,Clear,10,67,18.6,10,1
weather.msn.com,columbus--Sun Jan 31 01:20:00 2010,Mostly Cloudy,5,53,19,10,10
weather.cnn.com,columbus--Sun Jan 31 01:20:00 2010, Clear ,,57,20,,13
www.weatherforyou.com,columbus--Sun Jan 31 01:20:00 2010, Mostly Cloudy,5,53, 19 -7 ,10,10
weather.msn.com,detroit--Fri Jan 29 22:15:00 2010,Clear,0,42,19,10,5
weather.cnn.com,detroit--Fri Jan 29 22:15:00 2010, Sunny ,,39,20,,7
www.weatherforyou.com,detroit--Fri Jan 29 22:15:00 2010, Clear,N/A,42, 19 -7 ,10,5
www.climaton.com,detroit--Fri Jan 29 22:15:00 2010,clear sky,0 -18,41,19 -7,10,7
weather.msn.com,dallas--Tue Feb 2 09:15:00 2010,Haze,36,81,41,5,6
weather.cnn.com,dallas--Tue Feb 2 09:15:00 2010,Cloudy ,,89,40,,7
www.weatherforyou.com,dallas--Tue Feb 2 09:15:00 2010, Overcast,37,94, 39 4 ,,2
www2.foxnews.com,dallas--Tue Feb 2 09:15:00 2010,Cloudy ,37,82,42,5,7
weather.msn.com,sanantonio--Sun Jan 31 16:50:00 2010,Cloudy,30,93,32,8,7
weather.cnn.com,sanantonio--Sun Jan 31 16:50:00 2010,Cloudy ,,92,31,,9
www.weatherforyou.com,sanantonio--Sun Jan 31 16:50:00 2010, Mist,27,77, 33 1 ,,
www2.foxnews.com,sanantonio--Sun Jan 31 16:50:00 2010,Cloudy ,29,88,32,4,8
www.accuweather.com,newyork--Fri Jan 29 23:05:00 2010,Sunny ,-1,35,23,10,12
www.climaton.com,newyork--Fri Jan 29 23:05:00 2010,clear sky,0 -18,35,23 -5,10,21-Dec
www.nytimes.com,newyork--Fri Jan 29 23:05:00 2010,Sunny,,35,23 -5 ,10,12
www.accuweather.com,phoenix--Thu Feb 4 13:25:00 2010,Clear ,46,82,51,10,6
weather.msn.com,phoenix--Thu Feb 4 13:25:00 2010,Clear,46,82,52,10,6
www.climaton.com,phoenix--Thu Feb 4 13:25:00 2010,clear sky,46 8,82,52 11,10,6
www.nytimes.com,phoenix--Thu Feb 4 13:25:00 2010,Clear,,79,51 11 ,10,6
weather.msn.com,sanfrancisco--Tue Feb 2 12:10:00 2010,Cloudy,45,81,50,10,9
weather.cnn.com,sanfrancisco--Tue Feb 2 12:10:00 2010, Mostly Cloudy ,,89,50,,0
www.weatherforyou.com,sanfrancisco--Tue Feb 2 12:10:00 2010, Mostly Cloudy,46,88, 50 10 ,10,
igoogle.wunderground.com,detroit--Mon Feb 1 22:50:00 2010,Overcast,10,52,25.6,10,11
weather.herald.com,detroit--Mon Feb 1 22:50:00 2010, Overcast,12,53,27,10,8
www.accuweather.com,newyork--Mon Feb 1 09:45:00 2010,Clear ,6,44,25,10,7
weather.msn.com,newyork--Mon Feb 1 09:45:00 2010,Clear,7,46,25,10,7
www.climaton.com,newyork--Mon Feb 1 09:45:00 2010,clear sky,14-Jul,46,25 -4,10,16-Jul
www.nytimes.com,newyork--Mon Feb 1 09:45:00 2010,Clear,,44,25 -4 ,10,7
www.accuweather.com,oklahomacity--Sun Jan 31 22:00:00 2010,Foggy ,24,87,27,1,6
weather.cnn.com,oklahomacity--Sun Jan 31 22:00:00 2010,Fog ,,87,27,,6
www.weatherforyou.com,oklahomacity--Sun Jan 31 22:00:00 2010, Overcast,25,75, 32 0 ,,
www.climaton.com,oklahomacity--Sun Jan 31 22:00:00 2010,mostly cloudy,25 -4,93,27 -3,1.5,10
www2.foxnews.com,oklahomacity--Sun Jan 31 22:00:00 2010,Foggy ,24,85,27,0.5,6
www.accuweather.com,newyork--Sun Jan 31 10:15:00 2010,Clear ,0,46,17,10,7
weather.msn.com,newyork--Sun Jan 31 10:15:00 2010,Special weather statementClear,0,45,18,10,7
weather.cnn.com,newyork--Sun Jan 31 10:15:00 2010, Clear ,,46,17,,8
www.nytimes.com,newyork--Sun Jan 31 10:15:00 2010,Cloudy,,46,17 -8 ,10,8
www.climaton.com,newyork--Sun Jan 31 10:15:00 2010,clear sky,0 -18,44,18 -8,10,16-Aug
igoogle.wunderground.com,indianapolis--Tue Feb 2 12:50:00 2010,Overcast,27,85,31.4,10,Calm
weather.herald.com,indianapolis--Tue Feb 2 12:50:00 2010, Overcast,25,75,32,10,6
www.accuweather.com,oklahomacity--Sun Jan 31 13:10:00 2010,Dense Fog ,20,92,22,0,5
weather.msn.com,oklahomacity--Sun Jan 31 13:10:00 2010,Freezing Fog AdvisoryNot Available,19,86,23,0,5
www.nytimes.com,oklahomacity--Sun Jan 31 13:10:00 2010,Dense Fog,,97,22 -6 ,0,0
www.accuweather.com,memphis--Mon Feb 1 09:45:00 2010,Some Clouds ,22,77,28,10,5
weather.msn.com,memphis--Mon Feb 1 09:45:00 2010,Mostly Cloudy,21,74,28,10,5
www.climaton.com,memphis--Mon Feb 1 09:45:00 2010,mostly cloudy,21 -6,74,28 -2,10,5
www.nytimes.com,memphis--Mon Feb 1 09:45:00 2010,,,77,28 -2 ,10,5
weather.msn.com,dallas--Thu Feb 4 10:25:00 2010,Short term forecastRain,39,87,43,5,14
www.climaton.com,dallas--Thu Feb 4 10:25:00 2010,light rain,39 4,87,43 6,6,15-24
www.weatherforyou.com,dallas--Thu Feb 4 10:25:00 2010, Light Rain,40,100, 40 4 ,,5
igoogle.wunderground.com,memphis--Wed Feb 3 06:00:00 2010,Clear,13,43,33.3,10,Calm
weather.cnn.com,memphis--Wed Feb 3 06:00:00 2010, Clear ,,75,36,,0
www.weatherforyou.com,memphis--Wed Feb 3 06:00:00 2010, Clear,28,75, 36 2 ,10,
www2.foxnews.com,memphis--Wed Feb 3 06:00:00 2010,Mostly Clear,29,76,36,10,0
www.accuweather.com,memphis--Sun Jan 31 22:45:00 2010,Mostly Sunny ,26,64,37,10,5
weather.msn.com,memphis--Sun Jan 31 22:45:00 2010,Mostly Sunny,27,65,37,10,5
weather.cnn.com,memphis--Sun Jan 31 22:45:00 2010, Mostly Sunny ,,64,37,,5
www.climaton.com,memphis--Sun Jan 31 22:45:00 2010,clear sky,27 -3,65,37 3,10,5
www.accuweather.com,newyork--Wed Feb 3 01:20:00 2010,Cloudy ,20,60,32,10,7
weather.cnn.com,newyork--Wed Feb 3 01:20:00 2010, Mostly Cloudy ,,53,33,,6
www.climaton.com,newyork--Wed Feb 3 01:20:00 2010,mostly cloudy,19 -7,55,34 1,10,3
www.accuweather.com,austin--Mon Feb 1 06:50:00 2010,Cloudy ,30,81,35,10,6
weather.msn.com,austin--Mon Feb 1 06:50:00 2010,Cloudy,30,86,34,9,3
weather.cnn.com,austin--Mon Feb 1 06:50:00 2010,Cloudy ,,81,35,,6
www.climaton.com,austin--Mon Feb 1 06:50:00 2010,mostly cloudy,30 -1,80,36 2,10,6
www.accuweather.com,elpaso--Tue Feb 2 12:15:00 2010,Some Clouds ,33,70,42,10,9
www.climaton.com,elpaso--Tue Feb 2 12:15:00 2010,mostly cloudy,34 1,70,43 6,10,8
www.nytimes.com,elpaso--Tue Feb 2 12:15:00 2010,,,70,42 6 ,10,8
www.accuweather.com,washington--Sun Jan 31 17:35:00 2010,Sunny ,0,34,24,10,13
weather.msn.com,washington--Sun Jan 31 17:35:00 2010,Clear,0,33,25,10,13
weather.cnn.com,washington--Sun Jan 31 17:35:00 2010, Mostly Sunny ,,47,19,,14
www.climaton.com,washington--Sun Jan 31 17:35:00 2010,clear sky,17-Jan,41,21 -6,10,8
www2.foxnews.com,washington--Sun Jan 31 17:35:00 2010,Mostly Sunny ,1,32,22,10,8
igoogle.wunderground.com,milwaukee--Sun Jan 31 19:45:00 2010,Partly Cloudy,6,46,23.9,9,Calm
www.weatherforyou.com,milwaukee--Sun Jan 31 19:45:00 2010, Partly Cloudy,5,46, 23 -5 ,9,12
weather.herald.com,milwaukee--Sun Jan 31 19:45:00 2010, Partly Cloudy,5,46,23,9,12
www.accuweather.com,columbus--Wed Feb 3 11:20:00 2010,Light Snow ,28,81,33,5,13
weather.msn.com,columbus--Wed Feb 3 11:20:00 2010,Snow,28,80,34,5,13
weather.cnn.com,columbus--Wed Feb 3 11:20:00 2010,Cloudy ,,81,33,,9
www.climaton.com,columbus--Wed Feb 3 11:20:00 2010,mostly cloudy,28 -2,86,32 0,4,14
www.accuweather.com,losangeles--Tue Feb 2 09:20:00 2010,Light Fog ,51,86,55,3,0
www.climaton.com,losangeles--Tue Feb 2 09:20:00 2010,clear sky,52 11,82,57 14,4,0
www.accuweather.com,lasvegas--Wed Feb 3 19:35:00 2010,Mostly Sunny ,33,44,54,10,0
weather.msn.com,lasvegas--Wed Feb 3 19:35:00 2010,Clear,34,47,54,10,10
weather.cnn.com,lasvegas--Wed Feb 3 19:35:00 2010, Mostly Sunny ,,58,48,,0
www.climaton.com,lasvegas--Wed Feb 3 19:35:00 2010,clear sky,34 1,57,48 9,10,0
www2.foxnews.com,lasvegas--Wed Feb 3 19:35:00 2010,Mostly Sunny ,36,66,47,10,0
www.accuweather.com,chicago--Sat Jan 30 05:40:00 2010,Light Snow ,11,73,18,8,8
www.climaton.com,chicago--Sat Jan 30 05:40:00 2010,light snow,14 -10,79,19 -7,6,12
www.nytimes.com,chicago--Sat Jan 30 05:40:00 2010,Light Snow,,76,19 -7 ,10,10
www.accuweather.com,sanfrancisco--Tue Feb 2 22:20:00 2010,Cloudy ,47,79,53,10,3
weather.msn.com,sanfrancisco--Tue Feb 2 22:20:00 2010,Mostly Cloudy,45,71,54,10,6
weather.cnn.com,sanfrancisco--Tue Feb 2 22:20:00 2010,Cloudy ,,80,52,,6
igoogle.wunderground.com,denver--Tue Feb 2 07:00:00 2010,Clear,12,52,27.9,10,Calm
weather.herald.com,denver--Tue Feb 2 07:00:00 2010, Clear,11,51,27,10,10
www.accuweather.com,jacksonville--Sat Jan 30 02:45:00 2010,Cloudy ,49,76,56,10,3
www.climaton.com,jacksonville--Sat Jan 30 02:45:00 2010,mostly cloudy,52 11,82,57 14,10,8
www.nytimes.com,jacksonville--Sat Jan 30 02:45:00 2010,Cloudy,,79,55 13 ,10,7
weather.msn.com,detroit--Wed Feb 3 04:30:00 2010,Snow,27,100,27,2,0
weather.cnn.com,detroit--Wed Feb 3 04:30:00 2010,Flurries ,,96,27,,0
www.nytimes.com,detroit--Wed Feb 3 04:30:00 2010,Light Snow/Fog,,92,28 -2 ,2,3
www.climaton.com,detroit--Wed Feb 3 04:30:00 2010,mostly cloudy,25 -4,93,27 -3,4,6
www.accuweather.com,austin--Wed Feb 3 04:30:00 2010,Cloudy ,46,82,51,8,7
weather.msn.com,austin--Wed Feb 3 04:30:00 2010,Short term forecastCloudy,46,82,52,8,3
