date_symbol,high,flat_change,last,wklow,prev_close,volume,wkhigh,low,percent_change,open
stock-2011-07-15sndk,$ 41.76,0.46,$ 41.62,$ 33.03,$ 41.16,5-063-137,$ 53.605,$ 40.84,1.12%,$ 41.50
stock-2011-07-15srcl,$ 90.93,1.01,$ 90.91,$ 61.02,$ 89.90,368-318,$ 95.71,$ 89.77,1.12%,$ 90.17
stock-2011-07-15stx,$ 17.03,0.13,$ 16.81,$ 9.84,$ 16.68,5-881-950,$ 18.35,$ 16.59,0.78%,$ 16.88
stock-2011-07-15teva,$ 48.67,0.46,$ 47.97,$ 44.86,$ 48.43,4-092-125,$ 57.08,$ 47.71,0.95%,$ 48.30
stock-2011-07-15urbn,$ 31.60,0.11,$ 31.41,$ 27.96,$ 31.30,2-737-401,$ 39.26,$ 31.03,0.35%,$ 31.37
stock-2011-07-15vmed,$ 27.86,0.16,$ 27.52,$ 17.56,$ 27.68,4-383-069,$ 33.32,$ 27.39,0.58%,$ 27.77
stock-2011-07-15vod,$ 25.90,0.01,$ 25.77,$ 21.6101,$ 25.78,5-230-807,$ 32.70,$ 25.66,0.04%,$ 25.78
stock-2011-07-15vrsn,$ 33.74,0.87,$ 33.66,$ 27.66,$ 32.79,2-819-730,$ 37.73,$ 33.13,2.65%,$ 33.20
stock-2011-07-15vrtx,$ 51.28,0.35,$ 50.68,$ 32,$ 50.33,1-768-864,$ 58.87,$ 50.24,0.7%,$ 50.28
stock-2011-07-15wcrx,$ 24.04,0.04,$ 23.97,$ 19.01,$ 23.93,2-194-262,$ 30.57,$ 23.57,0.17%,$ 24
stock-2011-07-15wfm,$ 64.53,0.42,$ 64.52,$ 34.04,$ 64.10,957-931,$ 67.42,$ 63.70,0.66%,$ 64.28
stock-2011-07-15wynn,$ 162.70,3.84,$ 162.62,$ 77.37,$ 158.78,1-821-658,$ 161.74,$ 158.15,2.42%,$ 160.32
stock-2011-07-15xlnx,$ 33.70,0.05,$ 33.48,$ 23.96,$ 33.53,4-803-860,$ 37.37,$ 33.06,0.15%,$ 33.64
stock-2011-07-15xray,$ 39.47,0.11,$ 39.26,$ 27.76,$ 39.15,978-278,$ 40.16,$ 38.99,0.28%,$ 39.26
stock-2011-07-15yhoo,$ 14.94,0.06,$ 14.69,$ 12.94,$ 14.63,19-519-061,$ 18.84,$ 14.61,0.41%,$ 14.75
stock-2011-07-18aapl,$ 374.65,8.88,$ 373.80,$ 235.56,$ 364.92,20-228-787,$ 365,$ 365.28,2.43%,$ 365.43
stock-2011-07-18adbe,$ 29.18,0.52,$ 28.77,$ 25.45,$ 29.29,5-687-358,$ 35.99,$ 28.34,1.78%,$ 29.18
stock-2011-07-18adp,$ 52.91,0.77,$ 52.34,$ 38.41,$ 53.11,1-936-132,$ 55.12,$ 51.99,1.45%,$ 52.74
stock-2011-07-18adsk,$ 36.04,0.82,$ 35.33,$ 24.77,$ 36.15,3-054-377,$ 46.15,$ 34.99,2.27%,$ 36.03
stock-2011-07-18akam,$ 29.72,0.79,$ 29.06,$ 28.69,$ 29.85,4-037-182,$ 54.65,$ 28.92,2.65%,$ 29.72
stock-2011-07-18altr,$ 43.05,0.12,$ 42.55,$ 24.48,$ 42.67,4-979-905,$ 49.59,$ 42.20,0.28%,$ 42.48
stock-2011-07-18alxn,$ 52.25,0.66,$ 51.71,$ 24.73,$ 52.37,1-477-654,$ 52.66,$ 51.38,1.26%,$ 52.24
stock-2011-07-18amat,$ 12.53,0.15,$ 12.30,$ 10.27,$ 12.45,19-761-426,$ 16.93,$ 12.23,1.2%,$ 12.36
stock-2011-07-18amgn,$ 55.26,0.39,$ 54.66,$ 50.26,$ 55.05,6-195-087,$ 61.53,$ 54.31,0.71%,$ 55.07
stock-2011-07-18amzn,$ 213.39,1.34,$ 211.53,$ 105.80,$ 212.87,2-870-124,$ 218.32,$ 208.29,0.63%,$ 212.58
stock-2011-07-18apol,$ 50,0.31,$ 49.31,$ 33.75,$ 49.62,1-563-048,$ 53.61,$ 49.09,0.62%,$ 49.28
stock-2011-07-18atvi,$ 11.90,0.21,$ 11.70,$ 10.40,$ 11.91,4-510-188,$ 12.65,$ 11.55,1.76%,$ 11.83
stock-2011-07-18bbby,$ 59.20,0.51,$ 59.17,$ 35.55,$ 58.66,2-887-523,$ 60.55,$ 58,0.87%,$ 58.26
stock-2011-07-18bidu,$ 148.80,1.2,$ 148.13,$ 70.38,$ 146.93,6-553-696,$ 156.04,$ 145,0.82%,$ 145.94
stock-2011-07-18biib,$ 103.99,0.25,$ 103.75,$ 51.74,$ 104,1-350-889,$ 109.63,$ 102.36,0.24%,$ 103.65
stock-2011-07-18bmc,$ 52.71,0.93,$ 51.72,$ 34.47,$ 52.65,1-510-838,$ 56.55,$ 51.65,1.77%,$ 52.50
stock-2011-07-18brcm,$ 33.2305,0.62,$ 32.65,$ 29.90,$ 33.27,6-217-971,$ 47.39,$ 32.225,1.86%,$ 33.05
stock-2011-07-18ca,$ 21.93,0.17,$ 21.81,$ 17.70,$ 21.98,3-650-424,$ 25.68,$ 21.45,0.77%,$ 21.86
stock-2011-07-18celg,$ 60.67,1.53,$ 59.14,$ 48.92,$ 60.67,3-791-807,$ 63.46,$ 58.64,2.52%,$ 60.38
stock-2011-07-18cern,$ 61.88,0.36,$ 61.54,$ 36.025,$ 61.90,575-106,$ 64.48,$ 60.69,0.58%,$ 61.73
stock-2011-07-18chkp,$ 61.32,4.59,$ 61.17,$ 32.34,$ 56.58,6-744-145,$ 58.57,$ 57.50,8.11%,$ 57.85
stock-2011-07-18chrw,$ 78.44,0.49,$ 78.07,$ 57.01,$ 78.56,854-645,$ 82.61,$ 77.66,0.62%,$ 78.31
stock-2011-07-18cmcsa,$ 24.15,0.195,$ 23.935,$ 16.76,$ 24.13,21-874-721,$ 27.16,$ 23.6275,0.81%,$ 24.03
stock-2011-07-18cost,$ 79.81,0.755,$ 79.11,$ 53.485,$ 79.865,1-477-035,$ 83.95,$ 78.81,0.95%,$ 79.53
stock-2011-07-18csco,$ 15.54,0.155,$ 15.435,$ 14.78,$ 15.59,44-747-079,$ 26,$ 15.27,0.99%,$ 15.49
stock-2011-07-18ctrp,$ 44.27,0.45,$ 43.61,$ 36,$ 44.06,3-725-183,$ 53.16,$ 43.28,1.02%,$ 43.92
stock-2011-07-18ctsh,$ 73.71,1.70,$ 72.36,$ 52.48,$ 74.06,1-580-604,$ 83.48,$ 71.98,2.3%,$ 73.70
stock-2011-07-18ctxs,$ 76.47,1.29,$ 75.18,$ 44.99,$ 76.47,1-352-850,$ 88.4895,$ 74.23,1.69%,$ 75.99
stock-2011-07-18dell,$ 16.99,0.18,$ 16.79,$ 11.34,$ 16.97,19-118-061,$ 17.22,$ 16.67,1.06%,$ 16.79
stock-2011-07-18dltr,$ 68.14,1.28,$ 67.55,$ 40.60,$ 68.83,1-139-700,$ 70.54,$ 67.40,1.86%,$ 67.97
stock-2011-07-18dtv,$ 52,0.475,$ 51.675,$ 34.84,$ 52.15,4-162-157,$ 53.40,$ 51.25,0.91%,$ 51.78
stock-2011-07-18ebay,$ 33.24,0.115,$ 32.695,$ 19.92,$ 32.81,10-207-311,$ 35.35,$ 32.35,0.35%,$ 32.82
stock-2011-07-18erts,$ 23.66,0.01,$ 23.61,$ 14.60,$ 23.60,5-595-333,$ 25.05,$ 23.31,0.04%,$ 23.55
stock-2011-07-18esrx,$ 52.05,0.245,$ 51.715,$ 41.55,$ 51.96,4-933-720,$ 60.89,$ 51.34,0.47%,$ 51.71
stock-2011-07-18expd,$ 49.42,0.68,$ 48.77,$ 38.49,$ 49.45,1-251-311,$ 57.15,$ 48.37,1.38%,$ 49.15
stock-2011-07-18expe,$ 30.19,0.51,$ 29.75,$ 19.61,$ 30.26,4-183-251,$ 31.01,$ 29.41,1.69%,$ 30.10
stock-2011-07-18fast,$ 34.16,0.68,$ 33.62,$ 22.32,$ 34.30,1-588-815,$ 36.80,$ 33.41,1.98%,$ 34.13
stock-2011-07-18ffiv,$ 115.20,2.12,$ 111.82,$ 72.48,$ 113.94,1-880-076,$ 145.76,$ 111.29,1.86%,$ 113.44
stock-2011-07-18fisv,$ 61.21,1.18,$ 60.19,$ 44.85,$ 61.37,994-784,$ 65.41,$ 60.14,1.92%,$ 61.04
stock-2011-07-18flex,$ 6.17,0.01,$ 6.15,$ 4.86,$ 6.14,4-173-779,$ 8.50,$ 5.98,0.16%,$ 6.09
stock-2011-07-18flir,$ 29.01,0.14,$ 28.78,$ 24,$ 28.92,2-041-371,$ 37.29,$ 28.26,0.48%,$ 28.69
stock-2011-07-18fslr,$ 124.38,2.71,$ 121.93,$ 111.40,$ 124.64,750-289,$ 175.449,$ 121.12,2.17%,$ 123.84
stock-2011-07-18gild,$ 41.08,0.19,$ 40.81,$ 31.73,$ 41,5-110-814,$ 42.93,$ 40.32,0.46%,$ 40.87
stock-2011-07-18gmcr,$ 90.36,1.10,$ 88.96,$ 26.14,$ 90.06,1-405-053,$ 96.91,$ 87.66,1.22%,$ 89.44
stock-2011-07-18goog,$ 602.05,2.68,$ 594.94,$ 447.65,$ 597.62,4-430-296,$ 642.96,$ 592,0.45%,$ 592.14
stock-2011-07-18grmn,$ 32.22,0.15,$ 32.08,$ 26.11,$ 32.23,717-661,$ 36.42,$ 31.79,0.47%,$ 32.21
stock-2011-07-18hsic,$ 72.88,1.32,$ 71.81,$ 50.96,$ 73.13,277-596,$ 74.98,$ 71.47,1.81%,$ 72.59
stock-2011-07-18ilmn,$ 72.67,1.69,$ 71.13,$ 41.155,$ 72.82,1-830-712,$ 79.40,$ 70.21,2.32%,$ 72.58
stock-2011-07-18infy,$ 61.01,0.75,$ 60.64,$ 56.73,$ 61.39,1-563-357,$ 77.92,$ 60.06,1.22%,$ 60.97
stock-2011-07-18intc,$ 22.43,0.09,$ 22.28,$ 17.60,$ 22.37,44-715-667,$ 23.96,$ 22.08,0.4%,$ 22.26
stock-2011-07-18intu,$ 49.202,0.955,$ 48.395,$ 36.33,$ 49.35,2-487-900,$ 56.46,$ 48.15,1.94%,$ 49.05
stock-2011-07-18isrg,$ 362.99,3.49,$ 362.28,$ 246.05,$ 358.79,263-871,$ 384.49,$ 353.39,0.97%,$ 357.23
stock-2011-07-18joyg,$ 96.73,0.64,$ 96.67,$ 53.13,$ 97.31,1-942-512,$ 103.44,$ 94.10,0.66%,$ 96.61
stock-2011-07-18klac,$ 40.87,0.42,$ 40.53,$ 27.75,$ 40.95,2-165-801,$ 51.83,$ 39.92,1.03%,$ 40.64
stock-2011-07-18life,$ 50.09,0.47,$ 49.72,$ 41.10,$ 50.19,1-859-987,$ 57.25,$ 48.93,0.94%,$ 49.87
stock-2011-07-18linta,$ 17.21,0.71,$ 16.44,$ 10.10,$ 17.15,4-793-260,$ 18.645,$ 16.39,4.14%,$ 17.03
stock-2011-07-18lltc,$ 30.34,0.41,$ 30.07,$ 28.45,$ 30.48,2-867-234,$ 36.14,$ 29.72,1.35%,$ 30.33
stock-2011-07-18lrcx,$ 42.08,0.65,$ 41.41,$ 35.39,$ 42.06,2-413-144,$ 59.10,$ 40.78,1.55%,$ 41.89
stock-2011-07-18mat,$ 27.49,0.42,$ 26.87,$ 20.57,$ 27.29,5-446-313,$ 28.49,$ 26.63,1.54%,$ 27.28
stock-2011-07-18mchp,$ 32.17,0.37,$ 31.97,$ 27.46,$ 32.34,3-164-677,$ 41.50,$ 31.44,1.14%,$ 32.06
stock-2011-07-18mrvl,$ 15.07,0.24,$ 14.63,$ 13.17,$ 14.87,10-615-402,$ 22.01,$ 14.40,1.61%,$ 14.79
stock-2011-07-18msft,$ 26.90,0.19,$ 26.59,$ 23.32,$ 26.78,43-884-964,$ 29.46,$ 26.26,0.71%,$ 26.63
stock-2011-07-18mu,$ 7.55,0.18,$ 7.23,$ 6.36,$ 7.41,25-057-333,$ 11.95,$ 7.13,2.43%,$ 7.36
stock-2011-07-18mxim,$ 23.51,0.49,$ 23.01,$ 15.67,$ 23.50,2-546-300,$ 28.44,$ 22.92,2.09%,$ 23.32
stock-2011-07-18myl,$ 23.54,0.44,$ 23.13,$ 16.87,$ 23.57,7-892-225,$ 25.46,$ 22.87,1.87%,$ 23.46
stock-2011-07-18nflx,$ 282.47,7.93,$ 279,$ 95.33,$ 286.93,4-114-603,$ 304.79,$ 274.24,2.76%,$ 282
stock-2011-07-18nihd,$ 41.59,0.39,$ 41.25,$ 35.13,$ 41.64,1-071-093,$ 46.32,$ 40.91,0.94%,$ 41.54
stock-2011-07-18ntap,$ 50.86,0.48,$ 50.18,$ 37.04,$ 50.66,4-884-196,$ 61.02,$ 49.54,0.95%,$ 50.29
stock-2011-07-18nvda,$ 14.07,0.305,$ 13.795,$ 8.65,$ 14.10,20-421-461,$ 26.17,$ 13.62,2.16%,$ 13.98
stock-2011-07-18nwsa,$ 15.265,0.675,$ 14.965,$ 11.91,$ 15.64,62-342-678,$ 18.35,$ 14.76,4.32%,$ 15.10
stock-2011-07-18orcl,$ 31.94,0.60,$ 31.49,$ 21.66,$ 32.09,25-005-044,$ 36.50,$ 31.20,1.87%,$ 31.83
stock-2011-07-18orly,$ 62.91,0.89,$ 62.20,$ 45.74,$ 63.09,1-129-996,$ 66.52,$ 61.895,1.41%,$ 62.88
stock-2011-07-18payx,$ 30.04,0.67,$ 29.40,$ 24.6519,$ 30.07,2-639-681,$ 33.91,$ 29.23,2.23%,$ 29.86
stock-2011-07-18pcln,$ 521.39,5.84,$ 516.66,$ 216.03,$ 522.50,605-461,$ 561.88,$ 510.16,1.12%,$ 520.60
stock-2011-07-18qcom,$ 55.31,0.32,$ 55.28,$ 35.74,$ 54.96,16-075-289,$ 59.84,$ 54.53,0.58%,$ 54.87
stock-2011-07-18qgen,$ 17.96,0.38,$ 17.90,$ 16.86,$ 18.28,1-172-461,$ 22.20,$ 17.71,2.08%,$ 17.95
stock-2011-07-18rimm,$ 27.58,0.84,$ 26.68,$ 25.82,$ 27.52,15-194-761,$ 70.54,$ 26.42,3.05%,$ 27.37
stock-2011-07-18rost,$ 77.67,0.47,$ 77.20,$ 48.71,$ 77.67,726-842,$ 83.11,$ 77.02,0.61%,$ 77.34
stock-2011-07-18sbux,$ 39.875,0.40,$ 39.40,$ 22.50,$ 39.80,4-325-921,$ 41.11,$ 39.1627,1.01%,$ 39.52
stock-2011-07-18shld,$ 75.20,0.53,$ 73.70,$ 60.12,$ 74.23,251-218,$ 94.7884,$ 72.51,0.71%,$ 73.86
stock-2011-07-18sial,$ 73.05,1.20,$ 72.02,$ 51.44,$ 73.22,775-272,$ 76.16,$ 71.38,1.64%,$ 72.87
stock-2011-07-18sndk,$ 41.43,1.12,$ 40.50,$ 33.03,$ 41.62,5-722-554,$ 53.605,$ 39.90,2.69%,$ 41.25
stock-2011-07-18spls,$ 15.20,0.07,$ 15.13,$ 14.75,$ 15.20,7-685-061,$ 23.75,$ 15.05,0.46%,$ 15.11
stock-2011-07-18srcl,$ 90.46,1.11,$ 89.80,$ 61.02,$ 90.91,220-835,$ 95.71,$ 89.51,1.22%,$ 90.46
stock-2011-07-18stx,$ 16.80,0.28,$ 16.53,$ 9.84,$ 16.81,6-970-865,$ 18.35,$ 16.13,1.67%,$ 16.80
stock-2011-07-18symc,$ 18.94,0.105,$ 18.865,$ 12.04,$ 18.97,8-352-246,$ 20.50,$ 18.60,0.55%,$ 18.87
stock-2011-07-18teva,$ 47.97,0.67,$ 47.30,$ 44.86,$ 47.97,3-733-413,$ 57.08,$ 47.26,1.4%,$ 47.72
stock-2011-07-18urbn,$ 31.68,0.39,$ 31.02,$ 27.96,$ 31.41,2-239-051,$ 39.26,$ 30.89,1.24%,$ 31.42
stock-2011-07-18vmed,$ 27.34,0.86,$ 26.66,$ 17.56,$ 27.52,5-052-287,$ 33.32,$ 26.34,3.12%,$ 27.34
stock-2011-07-18vod,$ 25.60,0.32,$ 25.45,$ 21.6101,$ 25.77,5-369-693,$ 32.70,$ 25.25,1.24%,$ 25.60
stock-2011-07-18vrsn,$ 33.57,0.42,$ 33.24,$ 27.66,$ 33.66,3-058-604,$ 37.73,$ 32.75,1.25%,$ 33.45
stock-2011-07-18vrtx,$ 50.83,1.11,$ 49.57,$ 32,$ 50.68,1-688-863,$ 58.87,$ 49.33,2.19%,$ 50.07
stock-2011-07-18wcrx,$ 23.96,0.97,$ 23,$ 19.01,$ 23.97,1-764-014,$ 30.57,$ 22.84,4.05%,$ 23.88
stock-2011-07-18wfm,$ 64.77,0.63,$ 63.89,$ 34.04,$ 64.52,823-040,$ 67.42,$ 63.40,0.98%,$ 64.13
stock-2011-07-18wynn,$ 165.31,2.27,$ 164.89,$ 77.37,$ 162.62,3-059-127,$ 162.70,$ 161.778,1.4%,$ 163.05
stock-2011-07-18xlnx,$ 33.56,0.20,$ 33.28,$ 23.96,$ 33.48,3-497-663,$ 37.37,$ 33.01,0.6%,$ 33.45
stock-2011-07-18xray,$ 39.35,0.60,$ 38.66,$ 27.76,$ 39.26,867-272,$ 40.16,$ 38.34,1.53%,$ 39.09
stock-2011-07-18yhoo,$ 14.69,0.27,$ 14.42,$ 12.94,$ 14.69,24-388-203,$ 18.84,$ 14.365,1.84%,$ 14.68
stock-2011-07-19aapl,$ 378.65,3.05,$ 376.85,$ 235.56,$ 373.80,24-533-730,$ 374.65,$ 373.32,0.82%,$ 377.92
stock-2011-07-19adbe,$ 29.63,0.63,$ 29.40,$ 25.45,$ 28.77,4-797-042,$ 35.99,$ 28.93,2.19%,$ 29.02
stock-2011-07-19adp,$ 53.18,0.69,$ 53.03,$ 38.41,$ 52.34,2-196-499,$ 55.12,$ 52.39,1.32%,$ 52.75
stock-2011-07-19adsk,$ 36.57,1.0,$ 36.33,$ 24.77,$ 35.33,4-334-359,$ 46.15,$ 35.58,2.83%,$ 35.62
stock-2011-07-19akam,$ 29.57,0.18,$ 29.24,$ 28.69,$ 29.06,2-833-366,$ 54.65,$ 29.12,0.62%,$ 29.37
stock-2011-07-19altr,$ 44.49,1.01,$ 43.56,$ 24.48,$ 42.55,6-923-226,$ 49.59,$ 42.98,2.37%,$ 43.15
stock-2011-07-19alxn,$ 53.21,1.49,$ 53.20,$ 24.73,$ 51.71,1-241-169,$ 52.66,$ 52.062,2.88%,$ 52.11
stock-2011-07-19amat,$ 12.72,0.36,$ 12.66,$ 10.27,$ 12.30,12-811-158,$ 16.93,$ 12.39,2.93%,$ 12.39
stock-2011-07-19amgn,$ 55.51,0.61,$ 55.27,$ 50.26,$ 54.66,4-821-365,$ 61.53,$ 54.87,1.12%,$ 55.13
stock-2011-07-19amzn,$ 218.40,6.53,$ 218.06,$ 105.80,$ 211.53,4-339-308,$ 218.32,$ 213.77,3.09%,$ 214.27
stock-2011-07-19apol,$ 50.33,0.99,$ 50.30,$ 33.75,$ 49.31,3-359-715,$ 53.61,$ 49.5308,2.01%,$ 49.72
stock-2011-07-19atvi,$ 11.97,0.19,$ 11.89,$ 10.40,$ 11.70,4-912-263,$ 12.65,$ 11.76,1.62%,$ 11.80
stock-2011-07-19bbby,$ 60.15,0.38,$ 59.55,$ 35.55,$ 59.17,2-296-403,$ 60.55,$ 59.25,0.64%,$ 59.60
stock-2011-07-19bidu,$ 152.75,4.43,$ 152.56,$ 70.38,$ 148.13,7-330-303,$ 156.04,$ 149.722,2.99%,$ 150
stock-2011-07-19biib,$ 107.33,3.46,$ 107.21,$ 51.74,$ 103.75,1-508-837,$ 109.63,$ 104.12,3.33%,$ 104.14
stock-2011-07-19bmc,$ 53.94,1.98,$ 53.70,$ 34.47,$ 51.72,2-234-705,$ 56.55,$ 52.33,3.83%,$ 52.47
stock-2011-07-19brcm,$ 34.77,2.03,$ 34.68,$ 29.90,$ 32.65,9-331-739,$ 47.39,$ 33.11,6.22%,$ 33.11
stock-2011-07-19ca,$ 22.54,0.46,$ 22.27,$ 17.70,$ 21.81,4-433-573,$ 25.68,$ 21.86,2.11%,$ 21.97
stock-2011-07-19celg,$ 60.60,1.4,$ 60.54,$ 48.92,$ 59.14,1-945-913,$ 63.46,$ 59.34,2.37%,$ 59.52
stock-2011-07-19cern,$ 63.64,2.01,$ 63.55,$ 36.025,$ 61.54,650-333,$ 64.48,$ 62.065,3.27%,$ 62.24
stock-2011-07-19chkp,$ 61.46,1.04,$ 60.13,$ 32.40,$ 61.17,3-986-486,$ 61.32,$ 60,1.7%,$ 61.03
stock-2011-07-19chrw,$ 79.45,1.23,$ 79.30,$ 57.01,$ 78.07,573-396,$ 82.61,$ 78.54,1.58%,$ 78.64
stock-2011-07-19cmcsa,$ 24.57,0.535,$ 24.47,$ 16.76,$ 23.935,13-404-098,$ 27.16,$ 24.07,2.24%,$ 24.09
stock-2011-07-19cost,$ 80.95,1.7,$ 80.81,$ 53.485,$ 79.11,1-614-293,$ 83.95,$ 79.70,2.15%,$ 79.76
stock-2011-07-19csco,$ 15.695,0.225,$ 15.66,$ 14.78,$ 15.435,57-422-752,$ 26,$ 15.42,1.46%,$ 15.55
stock-2011-07-19ctrp,$ 44.50,0.54,$ 44.15,$ 36.6401,$ 43.61,1-596-064,$ 53.16,$ 43.58,1.24%,$ 44.19
stock-2011-07-19ctsh,$ 74.62,2.1,$ 74.46,$ 52.50,$ 72.36,1-544-958,$ 83.48,$ 73.20,2.9%,$ 73.22
stock-2011-07-19ctxs,$ 77.47,2.25,$ 77.43,$ 44.99,$ 75.18,1-474-002,$ 88.4895,$ 75.92,2.99%,$ 76
stock-2011-07-19dell,$ 17.44,0.63,$ 17.42,$ 11.34,$ 16.79,23-620-529,$ 17.22,$ 16.93,3.75%,$ 16.98
stock-2011-07-19dltr,$ 68.99,1.38,$ 68.93,$ 40.60,$ 67.55,785-904,$ 70.54,$ 67.92,2.04%,$ 68.12
stock-2011-07-19dtv,$ 52.91,1.125,$ 52.80,$ 34.96,$ 51.675,4-092-687,$ 53.40,$ 52.06,2.18%,$ 52.07
stock-2011-07-19ebay,$ 34.06,1.065,$ 33.76,$ 19.92,$ 32.695,17-721-603,$ 35.35,$ 32.76,3.26%,$ 33.08
stock-2011-07-19erts,$ 24.24,0.49,$ 24.10,$ 14.60,$ 23.61,9-154-969,$ 25.05,$ 23.80,2.08%,$ 23.80
stock-2011-07-19esrx,$ 52.20,0.135,$ 51.85,$ 41.55,$ 51.715,5-498-290,$ 60.89,$ 51.52,0.26%,$ 51.99
stock-2011-07-19expd,$ 49.72,0.91,$ 49.68,$ 38.49,$ 48.77,1-028-548,$ 57.15,$ 49.08,1.87%,$ 49.25
stock-2011-07-19expe,$ 30.60,0.57,$ 30.32,$ 19.61,$ 29.75,7-205-522,$ 31.01,$ 29.93,1.92%,$ 30.04
stock-2011-07-19fast,$ 34.44,0.82,$ 34.44,$ 22.32,$ 33.62,1-864-236,$ 36.80,$ 33.8476,2.44%,$ 33.96
stock-2011-07-19ffiv,$ 118.69,6.83,$ 118.65,$ 72.48,$ 111.82,2-480-972,$ 145.76,$ 113,6.11%,$ 113.33
stock-2011-07-19fisv,$ 61.53,1.14,$ 61.33,$ 44.85,$ 60.19,1-141-470,$ 65.41,$ 60.27,1.89%,$ 60.61
stock-2011-07-19flex,$ 6.33,0.17,$ 6.32,$ 4.86,$ 6.15,3-225-094,$ 8.50,$ 6.15,2.76%,$ 6.20
stock-2011-07-19flir,$ 29,0.05,$ 28.83,$ 24,$ 28.78,1-785-302,$ 37.29,$ 28.71,0.17%,$ 28.85
stock-2011-07-19fslr,$ 125.94,2.01,$ 123.94,$ 111.40,$ 121.93,955-053,$ 175.449,$ 122.57,1.65%,$ 123.13
stock-2011-07-19gild,$ 41.95,0.885,$ 41.695,$ 31.73,$ 40.81,8-299-018,$ 42.93,$ 40.89,2.17%,$ 41.10
stock-2011-07-19gmcr,$ 94.65,5.622,$ 94.582,$ 26.14,$ 88.96,1-934-241,$ 96.91,$ 89.89,6.32%,$ 90.07
stock-2011-07-19goog,$ 604.68,7.61,$ 602.55,$ 447.65,$ 594.94,2-914-484,$ 642.96,$ 595.53,1.28%,$ 595.55
stock-2011-07-19grmn,$ 32.315,0.15,$ 32.23,$ 26.11,$ 32.08,781-428,$ 36.42,$ 32,0.47%,$ 32.18
stock-2011-07-19hsic,$ 72.90,0.95,$ 72.76,$ 50.96,$ 71.81,279-890,$ 74.98,$ 72,1.32%,$ 72.20
stock-2011-07-19ilmn,$ 72.6556,1.07,$ 72.20,$ 41.155,$ 71.13,1-037-000,$ 79.40,$ 71.15,1.5%,$ 71.33
stock-2011-07-19infy,$ 62.09,1.37,$ 62.01,$ 56.73,$ 60.64,1-175-100,$ 77.92,$ 61.35,2.26%,$ 61.40
stock-2011-07-19intc,$ 23.10,0.78,$ 23.06,$ 17.60,$ 22.28,54-740-476,$ 23.96,$ 22.44,3.5%,$ 22.46
stock-2011-07-19intu,$ 49.24,0.565,$ 48.96,$ 36.33,$ 48.395,2-726-207,$ 56.46,$ 48.50,1.17%,$ 48.77
stock-2011-07-19isrg,$ 375.99,12.62,$ 374.90,$ 246.05,$ 362.28,590-069,$ 384.49,$ 365.05,3.48%,$ 365.91
stock-2011-07-19joyg,$ 99.30,1.85,$ 98.52,$ 53.13,$ 96.67,1-630-961,$ 103.44,$ 97.42,1.91%,$ 97.76
stock-2011-07-19klac,$ 42.47,1.91,$ 42.44,$ 27.75,$ 40.53,2-969-861,$ 51.83,$ 40.89,4.71%,$ 40.89
stock-2011-07-19life,$ 50.40,0.23,$ 49.95,$ 41.10,$ 49.72,1-733-570,$ 57.25,$ 49.75,0.46%,$ 49.82
stock-2011-07-19linta,$ 16.82,0.06,$ 16.50,$ 10.10,$ 16.44,5-534-668,$ 18.645,$ 16.45,0.36%,$ 16.57
stock-2011-07-19lltc,$ 30.73,0.56,$ 30.63,$ 28.45,$ 30.07,2-042-130,$ 36.14,$ 30.28,1.86%,$ 30.38
stock-2011-07-19lrcx,$ 42.55,0.96,$ 42.37,$ 35.39,$ 41.41,1-433-254,$ 59.10,$ 41.71,2.32%,$ 41.73
stock-2011-07-19mat,$ 27.23,0.15,$ 27.02,$ 20.57,$ 26.87,3-620-425,$ 28.49,$ 26.77,0.56%,$ 27.08
stock-2011-07-19mchp,$ 32.86,0.88,$ 32.85,$ 27.46,$ 31.97,3-034-921,$ 41.50,$ 32.34,2.75%,$ 32.40
stock-2011-07-19mrvl,$ 15.23,0.55,$ 15.18,$ 13.17,$ 14.63,8-637-607,$ 22.01,$ 14.71,3.76%,$ 14.78
stock-2011-07-19msft,$ 27.64,0.95,$ 27.54,$ 23.32,$ 26.59,85-108-646,$ 29.46,$ 26.78,3.57%,$ 26.81
stock-2011-07-19mu,$ 7.53,0.29,$ 7.52,$ 6.36,$ 7.23,28-860-484,$ 11.95,$ 7.28,4.01%,$ 7.28
stock-2011-07-19mxim,$ 23.57,0.49,$ 23.50,$ 15.67,$ 23.01,2-102-274,$ 28.44,$ 22.69,2.13%,$ 23.29
stock-2011-07-19myl,$ 23.705,0.56,$ 23.69,$ 16.87,$ 23.13,5-798-015,$ 25.46,$ 23.20,2.42%,$ 23.25
stock-2011-07-19nflx,$ 289.31,8.29,$ 287.29,$ 95.33,$ 279,2-710-539,$ 304.79,$ 283.94,2.97%,$ 284
stock-2011-07-19nihd,$ 42.29,0.81,$ 42.06,$ 35.55,$ 41.25,1-201-401,$ 46.32,$ 41.60,1.96%,$ 41.60
stock-2011-07-19ntap,$ 51.99,1.62,$ 51.80,$ 37.04,$ 50.18,4-377-040,$ 61.02,$ 50.55,3.23%,$ 50.55
stock-2011-07-19nvda,$ 14.25,0.426,$ 14.221,$ 8.65,$ 13.795,14-965-960,$ 26.17,$ 13.84,3.09%,$ 13.84
stock-2011-07-19nwsa,$ 16.03,0.825,$ 15.79,$ 11.91,$ 14.965,66-020-422,$ 18.35,$ 15.22,5.51%,$ 15.26
